_rank,_name,_score,Back,Background,Body,Glass,Hand,Hat,Legendary,Mouth,Neck,Prop,Shirt
1545,Oppa Bear Evolution Gen.1 #1447,240.47110839237413,Guitar Pink,Art Shade V.1,Pink,Circle Green,,Cowboy Small Green,,Playful,,Gum Blue,Hood Blue
1546,Oppa Bear Evolution Gen.1 #1910,240.4559365826994,Guitar Yellow,Futuristic V.3,Blue,Heart Blue,,,,Angry,Scarf Yellow,Gum Yellow,Rain Coat Pink
1547,Oppa Bear Evolution Gen.1 #715,240.23725764279584,Basketball Green,Futuristic V.1,Purple,,,Smart Hat Purple,,Playful,,Lollipop Purple,Bee Green
1548,Oppa Bear Evolution Gen.1 #773,240.20109209138317,Baseball Silver,Rainbow Wall Light,White,,,Honey Jar Purple,,Angry,Bag Blue,,Future Yellow
1549,Oppa Bear Evolution Gen.1 #1559,240.1327343153991,,Purple,Yellow,Color Lens V.1,,HipHop Yellow,,Smirk,Headphone Pink,Rose Orange,Gap Pink
1550,Oppa Bear Evolution Gen.1 #904,239.91385698034537,Green Sword,Purple,Purple,Circle Green,,Party Hat Blue,,Playful,,Lollipop Blue,Torn Shirt Green
1551,Oppa Bear Evolution Gen.1 #754,239.8820007671085,Gun Yellow,Art Shade V.1,Purple,,Hand Soundabout V3,Bucket Black,,Open Mouth,,Rose Purple,Turtle Neck Blue
1552,Oppa Bear Evolution Gen.1 #711,239.87228682461534,Gun Yellow,Purple,Blue,,Hand Donut V1,HipHop Green,,Playful,Headphone Pink,Lollipop Blue,Jacket Green
1553,Oppa Bear Evolution Gen.1 #1037,239.74129733807652,Basketball Orange,Art Shade V.1,White,Normal Yellow,,Headphone Blue,,Smile,,,Hoodie Blue
1554,Oppa Bear Evolution Gen.1 #990,239.6973120688002,,Rainbow Shade V.1,Purple,,,Cowboy Big Purple,,Playful,Bag Yellow,Rose Yellow,Jacket Brown
1555,Oppa Bear Evolution Gen.1 #633,239.68152663917127,Baseball Golden,Rainbow Wink Shade,Purple,,,Headphone Blue,,Playful,Headphone Green,Rose Yellow,Jacket Brown
1556,Oppa Bear Evolution Gen.1 #1183,239.59369461671105,,Theme Purple,Yellow,,,Baseball Purple,,Smirk,Headphone Pink,Gum Yellow,Jacket Green
1557,Oppa Bear Evolution Gen.1 #1666,239.5488035794489,,Circle Red,Grey,Motorbike Glass Pink,,Mario Blue,,Angry,,Gum Red,Basketball Shirt Green
1558,Oppa Bear Evolution Gen.1 #1296,239.19717501312618,,Orange,Pink,,Hand Spray V2,Baseball White,,Playful,Headphone Yellow,Gum Red,Bib Black
1559,Oppa Bear Evolution Gen.1 #920,239.1487154829417,,Shade Purple,Blue,Scuba Yellow,,Fashion Hat Blue,,Smile,,Gum Blue,Raincoat Red
1560,Oppa Bear Evolution Gen.1 #817,239.05100883288446,Sword Purple,Spiral Purple,Brown,,,Honey Jar Purple,,Smirk,,Honey Purple,Hood Yellow
1561,Oppa Bear Evolution Gen.1 #1459,238.89804234911554,Gun Pink,Orange,White,,Hand Ice Cream V1,Cap Blue,,Open Mouth,,Lollipop Blue,Bee Green
1562,Oppa Bear Evolution Gen.1 #514,238.89777817191208,,Art Shade V.1,White,,,Cowboy Big Brown,,Playful,Headphone Green,Honey Yellow,Gap Yellow
1563,Oppa Bear Evolution Gen.1 #1798,238.70853732686385,,Sunshine Blue,Grey,Normal Yellow,,,,Smirk,Scarf Green,Rose Purple,Palm Shirt Purple
1564,Oppa Bear Evolution Gen.1 #1083,238.6001010828972,Skateboard Yellow,Red,Brown,Normal Yellow,,Cap Blue,,Playful,,Rose Yellow,Hoodie Mix White
1565,Oppa Bear Evolution Gen.1 #1216,238.6000805762503,Basketball Green,Fraction Yellow,Yellow,,,Cowboy Big Brown,,Playful,Headphone Red,Rose Orange,Sweater Blue
1566,Oppa Bear Evolution Gen.1 #1124,238.29414180331116,Skateboard Yellow,Theme Green,Brown,,,Small Hat Yellow,,Smirk Rainbow,Scarf Red,,Hoodie Purple
1567,Oppa Bear Evolution Gen.1 #1122,238.1706962726887,,Purple,Grey,,,King Crown Red,,Angry Rainbow,Bag Yellow,Rose Purple,Hoodie Mix Purple
1568,Oppa Bear Evolution Gen.1 #1262,238.12911134411348,Green Sword,Sunshine Yellow,Brown,,,Cowboy Big Brown,,Angry Rainbow,,,Suit Blue
1569,Oppa Bear Evolution Gen.1 #1580,238.07445583770397,Skateboard Purple,Blue,Sky Blue,,Hand Ice Cream V1,HipHop Yellow,,Smirk,,,Hood Red
1570,Oppa Bear Evolution Gen.1 #781,237.96907331402338,Baseball Silver,Bubble Blue,Sky Blue,Rayban Blue,,,,Smile,,,Suit Blue
1571,Oppa Bear Evolution Gen.1 #32,237.96820313821647,Basketball Orange,Yellow,White,,Hand Soundabout Blue V1,HipHop Green,,Playful,,Honey Purple,Hawaiian Red
1572,Oppa Bear Evolution Gen.1 #1937,237.96423010808343,,Lens Pink,Purple,,,Baseball Purple,,Playful,Scarf Yellow,Honey Yellow,Hood Blue
1573,Oppa Bear Evolution Gen.1 #601,237.9639153543401,Baseball Silver,Theme Orange,Green,,,Fashion Hat Blue,,Open Mouth,Bag Blue,Lollipop Purple,Raincoat Purple
1574,Oppa Bear Evolution Gen.1 #37,237.88759292066402,,Theme Orange,Grey,Color Lens V.3,,HipHop Purple,,Playful,,Pizza Blue,Palm Shirt Purple
1575,Oppa Bear Evolution Gen.1 #1623,237.85137404188686,,Shade Orange,Sky Blue,,,Party Hat Blue,,Open Mouth,,Parrot Purple,Bee Green
1576,Oppa Bear Evolution Gen.1 #416,237.78068361025876,Guitar Pink,Theme Orange,Green,Detective Glass Blue,,Party Hat Red,,Open Mouth,,,Hoodie Oversize Pink
1577,Oppa Bear Evolution Gen.1 #1594,237.6826716643499,Sword Purple,Lens Pink,Sky Blue,,,Party Hat Red,,Smile,,Parrot Red,Rain Coat Pink
1578,Oppa Bear Evolution Gen.1 #1404,237.6273668216957,Basketball Pink,Yellow,Green,,,Small Hat Purple,,Open Mouth,,Rose Yellow,Hood Red
1579,Oppa Bear Evolution Gen.1 #1322,237.52666635221075,Basketball Green,Orange,Green,Detective Glass Green,,,,Open Mouth,Scarf Red,Pizza Blue,Hawaiian Red
1580,Oppa Bear Evolution Gen.1 #684,237.45926988622477,,Green,Pink,Rainbow Shade V.2,,Baseball Green,,Smile,,,Hood Yellow
1581,Oppa Bear Evolution Gen.1 #1938,237.38902814558708,Gun Green,Pink,Sky Blue,,,Bucket Black,,Angry,Headphone Yellow,Lollipop Green,Hoodie Pink
1582,Oppa Bear Evolution Gen.1 #1324,237.21651342134894,Skateboard Yellow,Rainbow Shade V3,Brown,,Hand Soundabout Blue V1,,,Playful,,Lollipop Green,Torn Shirt Green
1583,Oppa Bear Evolution Gen.1 #905,237.1560647153069,Baseball Golden,Art Shade V.2,Pink,Rainbow Shade V.3,,,,Smile,Headphone Red,Honey Purple,Raincoat Purple
1584,Oppa Bear Evolution Gen.1 #509,237.0465087960477,Baseball Silver,Orange,White,,,Cowboy Big Brown,,Smirk,,Parrot Red,Gap Pink
1585,Oppa Bear Evolution Gen.1 #283,237.04549079320043,Sword Black,Art Shade V.2,Pink,,Hand Soundabout V2,Yo Hat Pink,,Smile,Scarf Yellow,,Sweater Red
1586,Oppa Bear Evolution Gen.1 #1374,236.88535556571753,Gun Yellow,Futuristic V.1,Purple,Rainbow Shade V.1,,,,Smile,Headphone Red,Parrot Red,Palm Shirt Purple
1587,Oppa Bear Evolution Gen.1 #832,236.79758819123305,,Blue,Purple,Rainbow Shade V.2,,Snow Blue,,Open Mouth,Headphone Yellow,Gum Red,Raincoat Purple
1588,Oppa Bear Evolution Gen.1 #1269,236.7923959889713,Guitar Pink,Shade Purple,Yellow,,,Baseball White,,Angry,Headphone Red,Pizza Yellow,Hawaiian Red
1589,Oppa Bear Evolution Gen.1 #1590,236.77956798741423,,Sunshine Pink,Green,Circle Blue,,HipHop Purple,,Smile,,Pizza Blue,Basketball Shirt Red
1590,Oppa Bear Evolution Gen.1 #1719,236.75473913434945,Gun Green,Rainbow Shade V1,Blue,,,Halo Pink,,Angry Rainbow,,Rose Purple,Hoodie Mix Purple
1591,Oppa Bear Evolution Gen.1 #330,236.71509422331874,Skateboard Purple,Rainbow Wink Style,White,,,Snow Blue,,Smirk Rainbow,,Rose Yellow,Hoodie Blue
1592,Oppa Bear Evolution Gen.1 #1873,236.63521351512045,,Orange,Green,,,Ring Yellow,,Angry,Bag Blue,Lollipop Blue,Gap Purple
1593,Oppa Bear Evolution Gen.1 #97,236.37959629517707,Wing Red,Yellow,Pink,Heart Blue,,Cap Blue,,Playful,,,Rain Coat Pink
1594,Oppa Bear Evolution Gen.1 #33,236.362752956809,Sword Purple,Theme Purple,Grey,,,Mario Yellow,,Angry,Scarf Yellow,Rose Purple,Raincoat Red
1595,Oppa Bear Evolution Gen.1 #1212,236.3435252242208,Baseball Golden,Fraction Pink,Grey,Circle Red,,,,Playful,Scarf Red,Gum Yellow,Suit Blue
1596,Oppa Bear Evolution Gen.1 #1006,236.31296715657652,Green Sword,Rainbow Wink Style,Green,,,Mario Blue,,Angry,,Pizza Blue,Bib Purple
1597,Oppa Bear Evolution Gen.1 #1586,236.21780691605613,,Rainbow Wink Dream,Yellow,Rayban Brown,,Headphone Blue,,Open Mouth,,Honey Blue,Hoodie Purple
1598,Oppa Bear Evolution Gen.1 #1830,236.17992647115034,Green Sword,Wall Blue,Grey,,,HipHop Yellow,,Open Mouth,Scarf Red,Honey Blue,Palm Shirt Green
1599,Oppa Bear Evolution Gen.1 #545,236.1658409579926,Sword Purple,Rainbow Shade V.1,Brown,,,HipHop Green,,Smile,,Gum Yellow,Hoodie Mix Yellow
1600,Oppa Bear Evolution Gen.1 #1338,236.0875913964972,Skateboard Green,Art Shade V.2,Blue,,Hand Soundabout V3,Bucket Black,,Playful,,Honey Purple,Hoodie Pink
1601,Oppa Bear Evolution Gen.1 #680,236.066191646922,Guitar Blue,Pink,Blue,,,Small Hat Purple,,Open Mouth,,Rose Orange,Hood Red
1602,Oppa Bear Evolution Gen.1 #961,235.91341888570213,Sword Purple,Theme Green,Yellow,Star Pink,,Headphone Pink,,Smirk,Headphone Yellow,,Hawaiian Blue
1603,Oppa Bear Evolution Gen.1 #1129,235.88941554284486,Wing Red,Rainbow Wink Shade,Pink,Scuba Yellow,,,,Open Mouth,,Lollipop Green,Gap Pink
1604,Oppa Bear Evolution Gen.1 #1889,235.85182376670178,Green Sword,Orange,White,,,Snow Purple,,Smirk,,Parrot Purple,Palm Shirt Red
1605,Oppa Bear Evolution Gen.1 #244,235.6620934018453,,Futuristic V.1,Sky Blue,Star Blue,Hand Soundabout V3,,,Angry Rainbow,Headphone Yellow,,Suit Black
1606,Oppa Bear Evolution Gen.1 #1451,235.6596184954225,,Orange,Grey,Color Lens V.3,,HipHop Green,,Smirk,,Pizza Purple,Raincoat Orange
1607,Oppa Bear Evolution Gen.1 #1096,235.29412564513484,Skateboard Green,Orange,White,,,Cowboy Big Purple,,Open Mouth,Headphone Pink,Pizza Purple,Turtle Neck Green
1608,Oppa Bear Evolution Gen.1 #1106,235.07453621055402,Baseball Silver,Orange,Sky Blue,Circle Red,Hand Ice Cream V1,,,Open Mouth,Bag Yellow,,Hood Blue
1609,Oppa Bear Evolution Gen.1 #1805,235.0699622030015,,Green,Sky Blue,,Hand Spray V2,HipHop Yellow,,Playful,,Gum Yellow,Future Purple
1610,Oppa Bear Evolution Gen.1 #1512,234.875783264883,Skateboard Yellow,Spiral Orange,Yellow,Rayban Brown,,,,Smile,Headphone Green,Gum Blue,Torn Shirt Green
1611,Oppa Bear Evolution Gen.1 #38,234.8495028508044,,Rainbow Wink Shade,Blue,Scuba Red,,Bear Hat Orange,,Playful,,Pizza Blue,Jacket Green
1612,Oppa Bear Evolution Gen.1 #1987,234.75523958642958,Skateboard Green,Purple,Pink,,Hand Soundabout V3,Honey Jar Purple,,Open Mouth,Bag Yellow,Lollipop Blue,Bee Green
1613,Oppa Bear Evolution Gen.1 #421,234.72960581487717,Basketball Orange,Sunshine Yellow,Blue,Circle Red,,,,Angry,,Pizza Yellow,Turtle Neck Blue
1614,Oppa Bear Evolution Gen.1 #910,234.69917276154547,Sword Purple,Bubble Pink,Grey,,,Halo Pink,,Playful,Scarf Yellow,Rose Orange,Hoodie Oversize Blue
1615,Oppa Bear Evolution Gen.1 #1423,234.4095659079968,Skateboard Yellow,Shade Purple,Sky Blue,Scuba Blue,,,,Open Mouth,Headphone Green,Rose Orange,Palm Shirt Red
1616,Oppa Bear Evolution Gen.1 #1359,234.3420972717235,Skateboard Purple,Green,Sky Blue,,,Small Hat Yellow,,Smile,Scarf Green,Rose Orange,Basketball Shirt Red
1617,Oppa Bear Evolution Gen.1 #626,234.300381959737,Sword Purple,Circle Red,Sky Blue,,,Cowboy Big Purple,,Playful,Bag Blue,Pizza Blue,Hood Blue
1618,Oppa Bear Evolution Gen.1 #1564,234.19918828248728,Guitar Pink,Art Shade V.3,Sky Blue,,,Cowboy Small Green,,Smirk,Scarf Yellow,Gum Red,Rain Coat Green
1619,Oppa Bear Evolution Gen.1 #275,234.1758891600516,Skateboard Green,Rainbow Wink Shade,Sky Blue,Normal Blue,,,,Open Mouth,Bag Purple,Gum Blue,Bee Green
1620,Oppa Bear Evolution Gen.1 #1340,234.15189030953525,Baseball Silver,Lens Pink,Blue,Motorbike Glass Green,,,,Playful,Scarf Green,Rose Purple,Hawaiian Yellow
1621,Oppa Bear Evolution Gen.1 #1136,233.82473378385998,,Rainbow Shade V.2,Sky Blue,Normal Yellow,,,,Smirk Rainbow,,Lollipop Blue,Gap Pink
1622,Oppa Bear Evolution Gen.1 #1791,233.64252235219976,,Wave Bright,Brown,,,Snow Purple,,Smile,Headphone Red,Lollipop Blue,Palm Shirt Green
1623,Oppa Bear Evolution Gen.1 #1460,233.55285068230393,Basketball Orange,Sunshine Yellow,Green,,,HipHop Yellow,,Angry,,,Future Purple
1624,Oppa Bear Evolution Gen.1 #936,233.49188007308595,,Futuristic V.1,Pink,,,Headphone Blue,,Smirk,Bag Blue,Honey Blue,Gap Yellow
1625,Oppa Bear Evolution Gen.1 #1820,233.4747390859289,Gun Green,Rainbow Wink Shade,White,Heart Green,,,,Playful,,Honey Purple,Palm Shirt Green
1626,Oppa Bear Evolution Gen.1 #1593,233.34696204142645,Basketball Orange,Futuristic V.1,Yellow,,,Small Hat Green,,Smile,,Parrot Yellow,Raincoat Red
1627,Oppa Bear Evolution Gen.1 #1785,233.23575026929768,Sword Purple,Rainbow Wink Style,White,,,Bucket Purple,,Open Mouth,,Gum Yellow,Bib Purple
1628,Oppa Bear Evolution Gen.1 #320,233.2273242604228,Basketball Pink,Bubble Orange,Sky Blue,,,Bucket Purple,,Open Mouth,Scarf Yellow,Honey Yellow,Hawaiian Blue
1629,Oppa Bear Evolution Gen.1 #1806,233.05324217859632,Guitar Blue,Shade Purple,Brown,Rayban Blue,Hand Donut V1,,,Smile,,Honey Purple,Hood Blue
1630,Oppa Bear Evolution Gen.1 #1691,233.00548516801044,Guitar Blue,Shade Orange,Purple,,Hand Donut V2,,,Angry,,Pizza Blue,Hood Red
1631,Oppa Bear Evolution Gen.1 #557,232.9984419150894,,Red,Brown,,Hand Spray V3,Party Hat Blue,,Playful,,Rose Yellow,Hoodie Oversize Pink
1632,Oppa Bear Evolution Gen.1 #442,232.94454054583488,Gun Pink,Red,Yellow,Star Yellow,,,,Smirk,Headphone Pink,Rose Yellow,Hoodie Pink
1633,Oppa Bear Evolution Gen.1 #662,232.9197473458959,Wing Blue,Purple,Purple,,,Party Hat Red,,Smile,,Rose Purple,Hoodie Mix White
1634,Oppa Bear Evolution Gen.1 #1355,232.61015871152327,Skateboard Purple,Rainbow Wink Style,Purple,Detective Glass Purple,,,,Open Mouth,Scarf Yellow,Honey Blue,Palm Shirt Red
1635,Oppa Bear Evolution Gen.1 #738,232.48783190076938,Baseball Golden,Rainbow Shade V2,Purple,,,Small Hat Green,,Angry,Scarf Red,Honey Yellow,Rain Coat Green
1636,Oppa Bear Evolution Gen.1 #653,232.4785007990057,Skateboard Purple,Green,Purple,,,King Crown Red,,Smirk,,Gum Red,Hawaiian Blue
1637,Oppa Bear Evolution Gen.1 #1393,232.4668876451463,Basketball Orange,Rainbow Wink Shade,Grey,,,Small Hat Purple,,Open Mouth,,,King Red
1638,Oppa Bear Evolution Gen.1 #59,232.30853395885873,Green Sword,Red,Grey,Scuba Red,,Yo Hat Pink,,Smirk,,,Bib Black
1639,Oppa Bear Evolution Gen.1 #388,231.95000455263602,Skateboard Green,Yellow,Grey,,,Yo Hat Yellow,,Smile,,Honey Blue,Palm Shirt Green
1640,Oppa Bear Evolution Gen.1 #519,231.7464643681019,Skateboard Green,Wave Clear,Brown,Rainbow Shade V.1,,,,Smile,,,Hood Red
1641,Oppa Bear Evolution Gen.1 #87,231.4547625627037,Wing Red,Red,Brown,,,Cowboy Small Green,,Smile,,Pizza Blue,Bib Black
1642,Oppa Bear Evolution Gen.1 #1458,231.40195885642285,Skateboard Yellow,Red,Grey,Circle Red,Hand Spray V2,,,Playful,,Gum Yellow,Hoodie Oversize Pink
1643,Oppa Bear Evolution Gen.1 #1649,231.19802730002883,Guitar Blue,Theme Purple,Green,,,Headphone Pink,,Playful,Scarf Green,Lollipop Purple,Jacket Brown
1644,Oppa Bear Evolution Gen.1 #1902,231.10374451005686,Baseball Silver,Art Shade V.3,Green,Star Pink,,Snow Blue,,Playful,,Pizza Blue,Palm Shirt Purple
1645,Oppa Bear Evolution Gen.1 #1222,231.1004491417366,Gun Green,Yellow,Brown,,,Mario Blue,,Smirk,Headphone Green,Rose Yellow,Hoodie Oversize Pink
1646,Oppa Bear Evolution Gen.1 #1776,231.07309114859578,Guitar Yellow,Pink,White,,,Baseball Purple,,Open Mouth,,Honey Purple,Hoodie Mix Yellow
1647,Oppa Bear Evolution Gen.1 #162,230.9149201395428,Sword Purple,Pink,Grey,,Hand Donut V1,,,Smile,Scarf Yellow,Rose Orange,Hood Yellow
1648,Oppa Bear Evolution Gen.1 #1846,230.8562356482152,Skateboard Yellow,Art Shade V.2,Sky Blue,,,Snow Blue,,Smirk,,Honey Purple,Turtle Neck Pink
1649,Oppa Bear Evolution Gen.1 #429,230.82794396760025,Skateboard Purple,Yellow,White,,,Halo Pink,,Smirk,Headphone Yellow,Gum Yellow,Bib Purple
1650,Oppa Bear Evolution Gen.1 #1054,230.77010244877263,Gun Yellow,Sunshine Pink,Yellow,Color Lens V.3,,,,Angry,,Parrot Yellow,Sweater Yellow
1651,Oppa Bear Evolution Gen.1 #484,230.53193368308837,,Bubble Pink,Yellow,Color Lens V.3,,Bucket Purple,,Open Mouth,,Rose Orange,Sweater Red
1652,Oppa Bear Evolution Gen.1 #1584,230.2725295292876,Guitar Yellow,Green,Yellow,,,Headphone Pink,,Open Mouth,Headphone Pink,Lollipop Blue,Hoodie Pink
1653,Oppa Bear Evolution Gen.1 #1625,230.18002469260801,,Green,Grey,Circle Red,,Halo Pink,,Angry,Bag Yellow,,Hawaiian Yellow
1654,Oppa Bear Evolution Gen.1 #1191,230.17681422258215,Baseball Golden,Sunshine Pink,Grey,Circle Green,,Bucket Purple,,Angry,,,Bee Green
1655,Oppa Bear Evolution Gen.1 #1761,229.8762382754485,,Rainbow Shade V.1,Yellow,,,Cowboy Big Brown,,Open Mouth,,Rose Purple,Raincoat Purple
1656,Oppa Bear Evolution Gen.1 #1378,229.7946135833417,Gun Green,Wall Blue,Grey,Circle Blue,,,,Open Mouth,,Pizza Yellow,Suit Black
1657,Oppa Bear Evolution Gen.1 #1363,229.74430926778655,Guitar Pink,Spiral Purple,Brown,Color Lens V.2,,,,Angry Rainbow,,Honey Blue,Bee Green
1658,Oppa Bear Evolution Gen.1 #966,229.5825272184601,Basketball Green,Rainbow Wink Style,Sky Blue,Heart Blue,,,,Angry,,Rose Orange,Hawaiian Red
1659,Oppa Bear Evolution Gen.1 #242,229.48380943301697,Basketball Green,Rainbow Wink Dream,Sky Blue,,,Snow Blue,,Smirk Rainbow,,Pizza Purple,Hoodie Purple
1660,Oppa Bear Evolution Gen.1 #1434,229.34872560411907,Sword Purple,Blue,Sky Blue,,,HipHop Yellow,,Angry,,Rose Yellow,Hood Yellow
1661,Oppa Bear Evolution Gen.1 #526,229.22204586952608,,Art Shade V.3,Brown,Scuba Red,Hand Ice Cream V2,,,Angry Rainbow,Bag Blue,,Bee Green
1662,Oppa Bear Evolution Gen.1 #789,229.18754409311305,,Rainbow Wall Light,Pink,Heart Blue,,Honey Jar Purple,,Smile,Headphone Red,Gum Red,Bee Pink
1663,Oppa Bear Evolution Gen.1 #1793,229.05881958834607,Skateboard Green,Yellow,Green,,,Smart Hat Purple,,Angry,,Lollipop Purple,Hoodie Mix Purple
1664,Oppa Bear Evolution Gen.1 #36,229.03995905983433,Guitar Pink,Purple,Purple,,Hand Soundabout V2,Smart Hat Blue,,Playful,,Gum Red,Sweater Blue
1665,Oppa Bear Evolution Gen.1 #1320,228.86085523848732,Basketball Orange,Shade Orange,White,,Hand Spray V3,,,Playful,Headphone Pink,Lollipop Green,Basketball Shirt Yellow
1666,Oppa Bear Evolution Gen.1 #937,228.85854348349525,Basketball Green,Yellow,Sky Blue,,,Small Hat Purple,,Playful,,Pizza Purple,Sweater Red
1667,Oppa Bear Evolution Gen.1 #381,228.74023503859897,,Lens Blue,White,Scuba Blue,Hand Soundabout Blue V1,,,Playful,,,Hoodie Mix White
1668,Oppa Bear Evolution Gen.1 #548,228.69476908417198,Gun Pink,Rainbow Wink Dream,Pink,Star Yellow,,,,Smirk,,Honey Yellow,Jacket Green
1669,Oppa Bear Evolution Gen.1 #1748,228.31762703828522,Green Sword,Shade Purple,Brown,,,Bear Hat Orange,,Open Mouth,Scarf Red,Lollipop Green,Sweater Yellow
1670,Oppa Bear Evolution Gen.1 #473,228.26292968898883,,Rainbow Wall Light,Brown,Circle Blue,,Party Hat Blue,,Smile,,Lollipop Green,Suit Black
1671,Oppa Bear Evolution Gen.1 #1994,228.23935482056072,Gun Pink,Theme Green,Pink,,,Halo Pink,,Smirk,Bag Blue,Honey Blue,Hoodie Mix Yellow
1672,Oppa Bear Evolution Gen.1 #67,227.79858534935772,Baseball Silver,Rainbow Shade V1,Green,Color Lens V.1,,,,Smile,,Gum Yellow,Bib Black
1673,Oppa Bear Evolution Gen.1 #793,227.62432560292086,Gun Yellow,Purple,Blue,Rayban Blue,,Yo Hat Pink,,Open Mouth,,Rose Yellow,Bee Pink
1674,Oppa Bear Evolution Gen.1 #938,227.45697284189635,Skateboard Yellow,Futuristic V.1,White,,Hand Spray V2,,,Playful,Bag Blue,Pizza Purple,Hood Red
1675,Oppa Bear Evolution Gen.1 #193,227.42443404963177,Basketball Orange,Art Shade V.3,Sky Blue,,,Fashion Hat Yellow,,Open Mouth,,Rose Yellow,Palm Shirt Purple
1676,Oppa Bear Evolution Gen.1 #1878,227.419974048683,,Art Shade V.1,Brown,,,Bucket Green,,Open Mouth,Scarf Yellow,Rose Purple,Palm Shirt Red
1677,Oppa Bear Evolution Gen.1 #441,227.26245859499033,Guitar Blue,Purple,Sky Blue,Heart Blue,,Yo Hat Pink,,Open Mouth,,Honey Blue,Bee Green
1678,Oppa Bear Evolution Gen.1 #1369,227.20351014160357,Guitar Yellow,Pink,Green,,,Honey Jar Yellow,,Open Mouth,,Gum Yellow,Rain Coat Green
1679,Oppa Bear Evolution Gen.1 #1084,227.13848661391842,Guitar Pink,Art Shade V.1,Sky Blue,,,Bear Hat Orange,,Angry,Bag Blue,Rose Orange,Bib Purple
1680,Oppa Bear Evolution Gen.1 #1169,227.1319032431875,,Purple,Pink,Heart Green,,Ring Red,,Smirk Rainbow,,Honey Purple,Palm Shirt Red
1681,Oppa Bear Evolution Gen.1 #1608,227.02668864104726,,Sunshine Pink,Purple,Heart Green,,Party Hat Red,,Smirk,Scarf Red,,Palm Shirt Purple
1682,Oppa Bear Evolution Gen.1 #1966,226.88063576007693,Skateboard Yellow,Rainbow Wall Dark,Grey,,Hand Donut V3,,,Open Mouth,,Pizza Purple,Gap Yellow
1683,Oppa Bear Evolution Gen.1 #1860,226.32981398527454,Skateboard Yellow,Futuristic V.3,Green,,,Honey Jar Purple,,Smile,Headphone Yellow,,Torn Shirt Black
1684,Oppa Bear Evolution Gen.1 #1840,226.01111753185592,Skateboard Yellow,Sunshine Blue,Purple,Motorbike Glass Pink,,,,Playful,,,Hoodie Mix White
1685,Oppa Bear Evolution Gen.1 #1323,225.76908014897577,,Spiral Purple,Pink,,,Hiphop Pink,,Open Mouth,Headphone Green,,Sweater Red
1686,Oppa Bear Evolution Gen.1 #1867,225.51559640678693,,Theme Green,Pink,Color Lens V.1,,Yo Hat Pink,,Playful,Headphone Red,,Hoodie Mix Purple
1687,Oppa Bear Evolution Gen.1 #1567,225.2388309127987,,Spiral Orange,Brown,,,HipHop Purple,,Angry,Headphone Yellow,Rose Purple,Bib Green
1688,Oppa Bear Evolution Gen.1 #858,225.1733835760665,,Rainbow Wink Dream,White,Color Lens V.1,,Cap Blue,,Smirk,,,Bib Black
1689,Oppa Bear Evolution Gen.1 #1480,225.170427675331,Guitar Yellow,Pink,Green,,,Small Hat Yellow,,Smirk,,Pizza Purple,Basketball Shirt Yellow
1690,Oppa Bear Evolution Gen.1 #21,224.76486118198352,Sword Purple,Rainbow Wall Light,Brown,Motorbike Glass Green,,Honey Jar Purple,,Open Mouth,,Pizza Blue,Bee Pink
1691,Oppa Bear Evolution Gen.1 #770,224.7123292239888,Basketball Green,Green,Blue,,,HipHop Purple,,Open Mouth,Headphone Pink,Gum Blue,Hoodie Oversize Blue
1692,Oppa Bear Evolution Gen.1 #1770,224.6568805229135,,Pink,Green,Motor Bike Glass Orange,,HipHop Green,,Smirk,Headphone Pink,,Basketball Shirt Yellow
1693,Oppa Bear Evolution Gen.1 #354,224.29217647412196,Baseball Silver,Circle Red,Purple,,,Cap Blue,,Smile,Bag Blue,Honey Yellow,Hawaiian Red
1694,Oppa Bear Evolution Gen.1 #1003,224.26715995104087,,Spiral Blue,Sky Blue,Color Lens V.1,,,,Smirk,Headphone Green,,Jacket Green
