_rank,_name,_score,Back,Background,Body,Ear,Eye,Glasses,Head,Left Chest,Mouth,Necklace,Outfit,Props,Right Chest,Shoulder
3457,Oppa Bear Evolution Gen.2 #815,671.6103325941895,LookGreen,ShadeRed,Sky Blue,RingBlue V2,EyesRed,SparklingPurple,,ConeBright,SurprisedGreen,,HoodieBlue,NoseRingBlue,,WingGreen
3461,Oppa Bear Evolution Gen.2 #375,670.7104712395793,RadioPurple,VenomGreen,Blue,,EyesRed,,TopRed,GhostPurple,HappyPurple,DoraemonRed,AstronautBluishGreen,,BearBlue,
3465,Oppa Bear Evolution Gen.2 #191,668.8574359298644,BalloonPink,SmokeRed,White,,EyesPink,RainbowGreen,HairYellow V2,BearPink,Lovely,,WinterWearGreen,,AvengersPink,HappySoulPurple
3469,Oppa Bear Evolution Gen.2 #543,667.6127685561648,,ToneBlue,Brown,PlasterBlue V2,EyesPink,,BurnOrange,TopBlue,ExcitedBlack,,AstronautPurple,,HappyPurpleCat,ShieldPink
3472,Oppa Bear Evolution Gen.2 #920,667.002025358966,,SmokeGreen,Sky Blue,AirHeadGreen,EyesRed,SparklingPurple,BurnGreen,LollipopRed,SurprisedPurple,,UniformDressPink,,,OppaTagPink
3476,Oppa Bear Evolution Gen.2 #550,666.1896450907877,CannonBlue,PunkRed,Green,PlasterBlue V2,EyesPink,,HeadBandBlue,PooBlue,ExcitedPink,DoubleChainPink,UniformDressPurple,CatFootPink,,
3480,Oppa Bear Evolution Gen.2 #254,665.9984766730242,DollarOrange,GrainPurple,Purple,KeyOrange,EyesPink,OPPurple,SantaPurple,CloudYellow,SurprisedPurple,BagBlue,HoodieYellow,,,
3484,Oppa Bear Evolution Gen.2 #204,663.2214516623474,BagYellow,LineBlue,Grey,,EyesRed,PirateBlindGreen,BagRed,CaptainBluish green,HappyBrown,ShawlRed,SuitGreen V2,WhiskerGreen,,
3488,Oppa Bear Evolution Gen.2 #788,663.1603025656302,DollarYellow,FuturisticBlue,White,EarPhoneBlue,EyesRed,,HiphopRed,BearYellow,NormalBlue,,SuitRed V2,CatFootPurple,MushroomRed,
3492,Oppa Bear Evolution Gen.2 #438,661.2196357056084,PizzaRed,DropGreen,White,RingBlue V2,EyesRed,RazorGreen,HiphopRed,ButterflyPink,ExcitedPink,,AstronautPurple,,24TagPurple,
3496,Oppa Bear Evolution Gen.2 #953,659.9437862584732,QuestionGreen,SmokeRed,Green,TurtleGreen,EyesRed,,,MushroomPink,ExcitedPink,,HoodiePink,,AvengersPink,BalloonGreen
3500,Oppa Bear Evolution Gen.2 #99,659.7400856834819,,CircleYellow,Brown,JapanTagRed,EyesPink,BeamRed,,NinjaBlue,SurprisedPurple,BagYellow,RainbowSuit,PlasterPink,BearBlue,
3504,Oppa Bear Evolution Gen.2 #247,658.4628942391896,,SmokePurple,Yellow,EarringsBlue,EyesRed,HeartPurple,ClownPink,ConeBright,NormalBlue,SoulChainYellow,PirateKingYellow,,,
3508,Oppa Bear Evolution Gen.2 #308,658.4228734839168,TagYellow,CircleGreen,Brown,,EyesPink,SleepGreen,,LollipopPink,Upset,BagBlue,SuitPurple V2,,,TickYellow
3512,Oppa Bear Evolution Gen.2 #551,656.8607579660755,SunflowerYellow,StarRed,Grey,HeartPurple,EyesGreen,,HiphopRed,RazorGunBlue,Lovely,HeartYellow,DressGreen,,MicGreen,
3515,Oppa Bear Evolution Gen.2 #256,655.8845111454765,,AbstractBlue,Brown,,EyesRed,ScubaRed,HiphopBlue,ButterflyBlue,ExcitedBlack,ChainBlue,SuitGreen V2,,GhostYellow,BearPurple
3519,Oppa Bear Evolution Gen.2 #908,655.7770929501453,CupGreen,ThunderPink,Purple,RingYellow V2,EyesRed,,HelicopterBlue,StarButtonYellow,SurprisedGreen,ShawlGreen,SuitRed V2,,BoxPink,
3523,Oppa Bear Evolution Gen.2 #536,653.3219995535178,QuestionRed,SmokePurple,Blue,,EyesGreen,PirateBlindRed,,TagBlack,Lovely,,RobotLight,StitchesDown,,
3527,Oppa Bear Evolution Gen.2 #652,652.8416762846069,DollarBlue,CircleYellow,Green,,EyesGreen,SquareYellow,,BirdPink,HappyGreen,,HoodieYellow,,BlowPink,RabbitPurple
3531,Oppa Bear Evolution Gen.2 #654,650.5396682716088,,SmokeRed,Pink,DollPetGreen,EyesRed,SleepGreen,HeadBandPink,TopBlue,HappyBrown,,SuitPink,SweatGreen,TagOrange,
3535,Oppa Bear Evolution Gen.2 #111,649.5070651220701,,DropGreen,Sky Blue,EarringsBlue,EyesRed,LoopPurple,HelicopterBlue,RadiantYellow,SurprisedPurple,,DressGreen,,,BalloonYellow
3539,Oppa Bear Evolution Gen.2 #945,649.0376499810461,BombPurple,BurnOrange,Sky Blue,CherryYellow,EyesPink,,RainbowBlue,RadiantYellow,NormalPurple,,WinterWearGreen,,HappyPurpleCat,
3543,Oppa Bear Evolution Gen.2 #166,648.089723003371,DollarYellow,PunkGreen,Yellow,EarPhoneBlue,EyesPink,,BagYellow,MushroomPink,HappyPurple,,WearLightGreen,ScarRed,BoneRed,
3547,Oppa Bear Evolution Gen.2 #877,646.5677812405112,SunflowerYellow,StarGreen,Pink,EarringsBlue,EyesRed,LoopGreen,,OPPurple,ExcitedPink,StarChainGreen,SpaceShiftRed,,,
3551,Oppa Bear Evolution Gen.2 #771,646.4687500647944,Sword,MixRed,Green,CherryYellow,EyesGreen,,,GhostRed,ExcitedBlack,,TuxedoPurple,,StarLight,TickYellow
3554,Oppa Bear Evolution Gen.2 #716,646.4177926493109,,BurnOrange,Purple,PlasterRed,EyesGreen,RazorRed,CapCute Pink,CanGreen,NormalPurple,,SuitGreen V2,,HeadBonePink,AvengersOrange
3558,Oppa Bear Evolution Gen.2 #388,646.1891418274396,SicklePink,GrainYellow,Yellow,,EyesGreen,,StylishHairGreen,ConeTone,Scary,DoraemonRed,SuitGreen V2,,MilitaryPurple,FoxOrange
3562,Oppa Bear Evolution Gen.2 #941,645.943248417836,,SmokePurple,Brown,KeyYellow,EyesRed,SleepPurple,HiphopRed,MoonGreen,Upset,,AstronautBluishGreen,,,OppaTagGreen
3566,Oppa Bear Evolution Gen.2 #98,644.6599136100745,SignRed,BurnPink,Blue,HeadPhoneGreen,EyesRed,,,BirdBlue,SurprisedPurple,,UniformDressPurple,,RocketRed,CoolConeGreen
3570,Oppa Bear Evolution Gen.2 #386,644.09014736629,,DropGreen,Green,,EyesPink,,TopYellow,MarsGreen,HappyBrown,DoraemonRed,UniformDressOrange,MoonPurple,CatBroochPurple,
3574,Oppa Bear Evolution Gen.2 #726,643.976815346331,BulbYellow,BoomBlue,Purple,HornBlue,EyesRed,WingBlue,CapPurple,SprayOrange,NormalBlue,BagYellow,PirateKingBlue,,,
3578,Oppa Bear Evolution Gen.2 #103,642.6783823459156,SkateboardRed,FuturisticPurple,Brown,,EyesGreen,SleepGreen,DinosaurGreen,IceCreamGreen,SurprisedPurple,,HoodieYellow,CatFootPurple,CryHeartBlue,
3582,Oppa Bear Evolution Gen.2 #261,641.2078633805934,RadioYellow,ThunderPink,Pink,RingsRed,EyesRed,SquareYellow,,MarsBrown,NormalPurple,TieGreen,AstronautBluishGreen,,,
3586,Oppa Bear Evolution Gen.2 #657,640.7260054851912,,AbstractRed,Pink,JapanTagRed,EyesPink,,TurbineBlue,ButterflyBlue,NormalGreen,HeartPurple,ScottBlue,ScarRed,RoundYellow,
3590,Oppa Bear Evolution Gen.2 #618,640.4037576210028,ParrotPurple,StarLightYellow,Pink,,EyesGreen,,MarioCapYellow,MushroomPurple,HappyPurple,,SpaceShiftGreen,,MicYellow,BalloonGreen
3593,Oppa Bear Evolution Gen.2 #54,637.6777381303561,BacktroopBlue,MixGreen,Green,,EyesRed,,,GhostRed,NormalGreen,TuxedoBlue,HoodieYellow,StarBlue,,FrogDarkGreen
3597,Oppa Bear Evolution Gen.2 #372,634.6651307334562,SunflowerPurple,BoomRed,Green,WirePurple,EyesPink,,HairYellow,BlinkRed,HappyPurple,,JacketBlue,,,
3601,Oppa Bear Evolution Gen.2 #736,632.6586503554352,SkateboardPurple,HeartPurple,Yellow,,EyesGreen,RadarBlue,,IceCreamPink,HappyPurple,,WearLightGreen,StarYellow,,Bomberman
3605,Oppa Bear Evolution Gen.2 #436,632.2241983202427,RabbitOrange,DropPurple,Green,,EyesGreen,BurnOrange,BandRed,SoulPink,SurprisedPurple,BagBlue,WinterWearGreen,StarRed,,BearPurple
3609,Oppa Bear Evolution Gen.2 #663,631.6448341198308,SickleBrown,FuturisticRed,Green,PaintPurple,EyesPink,,ClayBlue,CloudBlue,ExcitedBlack,,DressGreen,,CryHeartOrange,
3613,Oppa Bear Evolution Gen.2 #84,630.111806559235,,VenomPurple,White,JapanTagGreen,EyesPink,,,NinjaBlue,HappyBrown,SoulChainBlue,SuitGreen V2,,HeadBoneBlue,MilkBlue
3617,Oppa Bear Evolution Gen.2 #132,629.6925340393294,RabbitBlue,BurnBlue,White,RingsYellow,EyesRed,SleepGreen,,NinjaBlue,SurprisedGreen,,HoodieYellow,MoonPurple,,TickRed
3621,Oppa Bear Evolution Gen.2 #879,629.4033369256805,BrokenWingYellow,StarLightGreen,Pink,RingBlue V2,EyesPink,StarBlue,BagYellow,ButterflyGreen,HappyPurple,,UniformDressPink,,HappyPurpleCat,
3625,Oppa Bear Evolution Gen.2 #900,629.1676375245779,WingYellow,ToneBlue,Yellow,IronMaskYellow,EyesRed,,HairYellow V2,CloudBlue,NormalPurple,,SteamPunkBlue,,,CoolConeYellow
3629,Oppa Bear Evolution Gen.2 #358,627.5591460921809,,StarLightYellow,Pink,KeyOrange,EyesGreen,SparklingBlue,CapCute Blue,HeartPink,HappyPurple,,MarioBlue,,StarBlue,
3633,Oppa Bear Evolution Gen.2 #483,626.4588846603453,BagBlue,BurnOrange,Yellow,PlasterGreen,EyesPink,ScubaPurple,,RazorGunYellow,ExcitedBlack,,DressGreen,WhiskerGreen,,HappySoulBlue
3636,Oppa Bear Evolution Gen.2 #303,625.8292446764979,SignRed,StarLightYellow,Grey,,EyesGreen,,HairPink,LollipopRed,NormalGreen,,JacketPink,PlasterWhite,HeadBonePink,
3640,Oppa Bear Evolution Gen.2 #752,625.7667864050842,BagPink,GrainPurple,Sky Blue,,EyesGreen,,,Button,NormalGreen,DiamondBlue,WearPurple,,StarGreen,
3644,Oppa Bear Evolution Gen.2 #530,624.6639866392964,,StarGreen,Sky Blue,KeyPurple,EyesGreen,PirateBlindPurple,,CloudBlue,HappyPurple,,DressGreen,,TagOrange,StarPurple
3648,Oppa Bear Evolution Gen.2 #811,624.608938876269,MusicRed,VenomPurple,White,HeartYellow,EyesGreen,RainbowPurple,,StarButtonBlue,NormalGreen,HeartYellow,SpaceShiftGreen,CatFootPurple,,
3652,Oppa Bear Evolution Gen.2 #631,623.676977538167,,LineBlue,Brown,PaintPurple,EyesGreen,,,BombYellow,SurprisedGreen,,SteamPunkBlue,,CatBroochPurple,OppaGreen
3656,Oppa Bear Evolution Gen.2 #718,622.972048915445,BalloonPink,HeartBlue,Pink,,EyesPink,PirateBlindPurple,,SoulPink,NormalPurple,,JacketBlue,,DevilBlue,LipYellow
3660,Oppa Bear Evolution Gen.2 #873,621.3570180093694,RocketPurple,ShadeGreen,Grey,,EyesPink,EyeLine,,HeartBlue,SurprisedPurple,,WinterWearPurple,,StarRed,SprayBlue
3664,Oppa Bear Evolution Gen.2 #17,619.2086086979866,CupGreen,AbstractBlue,Green,EarPhoneYellow,EyesPink,RazorRed,,BirdYellow,NormalGreen,,UniformBlue,,MicYellow,
3668,Oppa Bear Evolution Gen.2 #379,619.1289113461567,BagYellow,ShadePink,Brown,EarPhoneBlue,EyesGreen,EyeLine,BagBlue,CloudYellow,HappyPurple,,TuxedoPurple,,,
3672,Oppa Bear Evolution Gen.2 #757,616.5506924940887,ParrotPurple,SmokePurple,Pink,,EyesPink,,BagYellow,OPOrange,SurprisedPurple,StarChainRed,PirateKingYellow,NoseRingBlue,,FoxBlue
3675,Oppa Bear Evolution Gen.2 #608,616.2540791064852,RabbitPurple,StarLightGreen,Blue,HornBlue,EyesPink,,,SprayPurple,Scary,DoraemonBlue,HoodieBlue,,RocketYellow,
3679,Oppa Bear Evolution Gen.2 #201,615.7130802855088,SkateboardPurple,CircleGreen,White,RingPurple,EyesPink,,Farmer,IceCreamPurple,NormalPurple,,RobotRed,,Button,
3683,Oppa Bear Evolution Gen.2 #777,613.5533861006937,RingPurple,PunkYellow,Purple,,EyesGreen,BeamBlue,RingOrange,ButterflyBlue,NormalGreen,,TuxedoPurple,MoustacheBlue,,SmileYellow V2
3687,Oppa Bear Evolution Gen.2 #222,613.4339612523576,BackpackRed,DropPurple,Brown,HeadPhoneGreen,EyesPink,,BagYellow,ConeMix,HappyBrown,ScarfBlue,WinterWearPurple,,,
3691,Oppa Bear Evolution Gen.2 #881,612.3058927263053,,LineBlue,Purple,PaintPink,EyesRed,WingBlue,,JoyStick,HappyPurple,,WearLightGreen,,RoundYellow,TickGreen
3695,Oppa Bear Evolution Gen.2 #382,608.8368670383278,BulbYellow,ThunderPink,Brown,,EyesPink,EyePatch,PunkRed,CaptainRed,Lovely,SoulChainYellow,DressGreen,,,
3699,Oppa Bear Evolution Gen.2 #909,607.5225306608285,BalloonBlue,HeartYellow,Pink,,EyesGreen,BeamRed,BoaterRed,BearPink,ExcitedBlack,,RainbowSuit,JellyGreen,,
3703,Oppa Bear Evolution Gen.2 #288,606.6565229082003,BacktroopBlue,AbstractRed,Pink,RingsYellow,EyesRed,AngryRed,HeadBandBlue,MoonPurple,HappyPurple,,MarioBlue,,,
3707,Oppa Bear Evolution Gen.2 #381,605.5011526738826,,FuturisticRed,Brown,PaintGreen,EyesRed,OPYellow,,LipBlue,SurprisedPurple,,SportsWearGreen,MoonPurple,,TickGreen
3711,Oppa Bear Evolution Gen.2 #48,604.2806758123073,,ThunderBlue,Brown,,EyesPink,,HairYellow,IceCreamPurple,NormalGreen,BagBlue,UniformPurple,OppaPlaster,,AvengersYellow
3715,Oppa Bear Evolution Gen.2 #241,601.5478110650613,,FuturisticRed,Brown,BoneRing,EyesPink,,,CaptainGreen,Lovely,,DressGreen,CatFootYellow,,ShieldPurple
3718,Oppa Bear Evolution Gen.2 #869,600.4783197145217,WingOrange,FuturisticPurple,Purple,,EyesRed,StarBlue,ClayBlue,LipRed,HappyPurple,,HoodieBlue,JellyGreen,,
3722,Oppa Bear Evolution Gen.2 #893,598.3567621714492,CupPink,StarGreen,Green,,EyesRed,,CapCute Pink,RadiantYellow,NormalPurple,,PirateKingYellow,,Pocket,
3726,Oppa Bear Evolution Gen.2 #742,596.3643297212702,BagBlue,MixRed,Pink,HeadPhoneRed,EyesRed,RazorRed,,TagBlack,ExcitedPink,,PirateKingBlue,,,RabbitPink
3730,Oppa Bear Evolution Gen.2 #164,594.9180068674316,,StarPurple,Pink,,EyesGreen,PinkBlue V2,CapCute Orange,PooGreen,SurprisedGreen,,TuxedoGreen,,CatBroochBrown,
3734,Oppa Bear Evolution Gen.2 #507,592.4537807237792,GameCabinet,CircleGreen,Grey,JapanTagRed,EyesPink,,BagYellow,ConeBright,Upset,,AstronautBluishGreen,PlasterWhite,,
3738,Oppa Bear Evolution Gen.2 #801,591.4044936636793,,SmokePurple,Pink,RingPurple,EyesPink,PirateBlindRed,BoaterRed,CloudRed,SurprisedPurple,SoulChainBlue,SteamPunkRed,,,
3742,Oppa Bear Evolution Gen.2 #224,591.0160373365349,,VenomRed,Green,RingPurple,EyesPink,,HairPink,BearBlue,NormalBlue,,AstronautBluishGreen,,MicPurple,
3746,Oppa Bear Evolution Gen.2 #760,590.1092131720361,,StarRed,Brown,HeadPhonePurple,EyesRed,Duplex,,MushroomYellow,Upset,,RobotRed,StarBlue,,
3750,Oppa Bear Evolution Gen.2 #547,586.7826739368049,,AbstractBlue,Grey,PlasterGreen,EyesRed,RadarYellow,CapBlue,SoulBlue,Scary,,UniformDressOrange,,,VenomPurple
3754,Oppa Bear Evolution Gen.2 #102,585.9733729274603,ThunderYellow,ThunderRed,Brown,KeyYellow,EyesGreen,RedBlue,,BearPink,ExcitedPink,,PirateKingRed,,,
3757,Oppa Bear Evolution Gen.2 #188,584.1186843854603,,LineRed,Sky Blue,EarsPurple,EyesPink,,PolicePurple,ButterflyBlue,NormalBlue,DiamondBlue,SteamPunkRed,,StarGreen,
3761,Oppa Bear Evolution Gen.2 #578,572.032270170568,PizzaYellow,ShadeGreen,Brown,,EyesGreen,,MarioCapBlue,StarButtonBlue,ExcitedPink,,JacketYellow,MiniHeartGreen,,
3765,Oppa Bear Evolution Gen.2 #933,571.5410521953157,CupBrown,TonePink,Purple,RingBlue V2,EyesPink,ScubaPurple,,BearPink,Upset,HeartPurple,JacketYellow,,,
3769,Oppa Bear Evolution Gen.2 #330,570.9440887451287,,CirclePurple,Grey,,EyesRed,XO,HornBlue,RadiantPink,NormalBlue,,MarioBlue,JellyPurple,HappyPurpleCat,
3773,Oppa Bear Evolution Gen.2 #525,569.6267441651403,CupPink,LineRed,Blue,,EyesRed,ScubaPurple,HiphopBlue,BearYellow,NormalPurple,,MarioRed,,,OppaYellow
3777,Oppa Bear Evolution Gen.2 #263,569.0272615174832,BalloonPink,DropGreen,White,BroochYellow,EyesGreen,,,ButterflyGreen,SurprisedGreen,BagBlue,SuitPurple V2,,,HappySoulPurple
3781,Oppa Bear Evolution Gen.2 #637,567.3334428135328,,FuturisticBlue,Green,,EyesPink,OPYellow,,CanGreen,HappyPurple,DoubleChainPink,UniformDressOrange,,,FrogDarkGreen
3785,Oppa Bear Evolution Gen.2 #695,567.3055702019326,BrokenWingYellow,AbstractPink,Sky Blue,BoneRing,EyesGreen,,,BombPurple,ExcitedBlack,,DressGreen,,BearPurple,
3789,Oppa Bear Evolution Gen.2 #876,563.5439840333473,BagBlue,CirclePurple,Grey,PaintGreen,EyesPink,BeamGreen,,MoonPurple,HappyPurple,,SteamPunkPurple,SnotYellow,,
3793,Oppa Bear Evolution Gen.2 #292,562.6464562534812,,AbstractPink,Green,AirHeadYellow,EyesPink,RedBlue V2,HeadBandBlue,MarsGreen,Upset,,UniformDressPink,,,LipRed
3796,Oppa Bear Evolution Gen.2 #954,562.5509209078614,SkateboardRed,TonePink,Sky Blue,,EyesRed,SparklingPurple,BandBlue,BlinkOrange,ExcitedPink,,UniformDressPurple,,,
3800,Oppa Bear Evolution Gen.2 #526,561.3271446840852,BagYellow,ToneBlue,Pink,,EyesRed,RainbowPink,,CloudBlue,ExcitedBlack,,PirateKingRed,,,CoolConePurple
3804,Oppa Bear Evolution Gen.2 #844,560.6730628747865,RingGreen,ThunderRed,Grey,PaintPink,EyesGreen,,,CloudRed,SurprisedGreen,RibbonGreen,SuitGreen V2,,,SprayBlue
3808,Oppa Bear Evolution Gen.2 #385,557.8316866789398,,PunkRed,Grey,HeartPurple,EyesGreen,,BandRed,BearYellow,NormalPurple,,PirateKingYellow,MiniHeartGreen,,LipYellow
3812,Oppa Bear Evolution Gen.2 #572,557.5066174829028,,SmokeGreen,White,,EyesGreen,OPYellow,,RadiantBlue,HappyGreen,,SportsWearPurple,,,ShieldRed
3816,Oppa Bear Evolution Gen.2 #237,553.1232570684328,,BurnBlue,Pink,TurtleGreen,EyesRed,,PolicePurple,OPPink,NormalPurple,DoubleChainGreen,UniformDressPink,,GameoverRed,
3820,Oppa Bear Evolution Gen.2 #21,552.9018413452375,BagBlue,MixGreen,Pink,PlasterYellow V2,EyesPink,,,TopPink,ExcitedBlack,StarChainGreen,SpaceShiftRed,,,FoxYellow
3824,Oppa Bear Evolution Gen.2 #311,550.0642245395343,,PunkYellow,Brown,,EyesGreen,OPPurple,,MushroomPurple,HappyPurple,DiamondBlue,DressGreen,,,BalloonYellow
3828,Oppa Bear Evolution Gen.2 #492,548.7633607174481,RocketPink,LineGreen,Brown,BroochPurple,EyesGreen,Round,,OPPurple,SurprisedPurple,,WinterWearPurple,,,
3832,Oppa Bear Evolution Gen.2 #6,545.2815106306759,,StarLightGreen,Blue,,EyesGreen,,,IceCreamGreen,Upset,RibbonGreen,UniformBrown,CatFootPink,,FirePurple
3836,Oppa Bear Evolution Gen.2 #849,542.6021617545132,BalloonGreen,CircleGreen,Grey,,EyesPink,RainbowPurple,HelicopterPurple,StarButtonBlue,SurprisedPurple,,WearPurple,NoseRingPurple,,
3839,Oppa Bear Evolution Gen.2 #317,539.9962501730124,,FuturisticRed,White,BroochBlue,EyesRed,,,ConeBright,HappyBrown,Bitcoin,SteamPunkBlue,,MonsterEyePink,
3843,Oppa Bear Evolution Gen.2 #123,538.0764913464899,,AbstractRed,Grey,,EyesPink,RedBlue,,TopPink,Upset,,UniformDressPink,,RocketYellow,BearPurple
3847,Oppa Bear Evolution Gen.2 #646,532.4051386366568,,AbstractPink,Blue,IronMaskGreen,EyesGreen,,,PooGreen,ExcitedPink,,HoodiePink,,TagPink,
3851,Oppa Bear Evolution Gen.2 #989,530.0780810214773,BombPurple,CircleYellow,Brown,,EyesPink,,,GhostYellow,NormalPurple,,HoodiePink,SnotYellow,,
3855,Oppa Bear Evolution Gen.2 #444,529.3899410742207,BagBlue,LineBlue,Green,,EyesGreen,,StylishHairPink,StarButtonYellow,SurprisedPurple,HeartYellow,ScottGreen,,,RabbitPink
3859,Oppa Bear Evolution Gen.2 #708,528.7713644096623,BackpackYellow,BoomBlue,Brown,IronMaskYellow,EyesGreen,,,StarButtonYellow,ExcitedPink,,SteamPunkBlue,,,FlowerBlue
3863,Oppa Bear Evolution Gen.2 #281,525.581892841401,GameCabinet,TonePurple,Blue,,EyesPink,,,RadiantBlue,SurprisedGreen,HeartYellow,UniformDressPink,,,StarPurple
3867,Oppa Bear Evolution Gen.2 #829,524.4553086076601,,StarLightPurple,Sky Blue,EarsBlue,EyesPink,,HeadBandBlue,CloudBlue,HappyGreen,,PirateKingYellow,StitchesDown,,MilkBlue
3871,Oppa Bear Evolution Gen.2 #580,521.4330923447089,,ToneBlue,Purple,,EyesPink,LoopOrange,,CloudYellow,HappyBrown,,AstronautGreen,,TagOrange,
3875,Oppa Bear Evolution Gen.2 #948,519.3937804990982,RingGreen,GrainYellow,Grey,AirHeadYellow,EyesGreen,BurnOrange,,HeartBlue,NormalGreen,,SteamPunkPurple,,,AvengersOrange
3878,Oppa Bear Evolution Gen.2 #582,511.73549411620365,WingYellow,FuturisticBlue,White,,EyesRed,,HiphopRed V2,LollipopRed,HappyPurple,,MarioBlue,MoonBlue,,
3882,Oppa Bear Evolution Gen.2 #106,511.29572107194997,SunflowerYellow,PunkGreen,Sky Blue,,EyesGreen,,,LipRed,NormalPurple,,HoodieYellow,StarBlue,,FoxYellow
3886,Oppa Bear Evolution Gen.2 #190,511.28865654994433,LookGreen,ShadePink,Purple,HeartPurple,EyesRed,Tired,,HeartPink,SurprisedGreen,,ScottGreen,,,
3890,Oppa Bear Evolution Gen.2 #531,510.58973182125,,ThunderBlue,Blue,,EyesGreen,SquareBlue,ClayRed,BirdPink,ExcitedBlack,ShawlGreen,AstronautPurple,,,
3894,Oppa Bear Evolution Gen.2 #650,509.4504103224082,,CircleGreen,Grey,StarRingYellow,EyesGreen,,MarioCapYellow,OPPurple,HappyGreen,,ScotPink,,BananaGreen,
3898,Oppa Bear Evolution Gen.2 #622,508.8833156229268,SkateboardPurple,BurnBlue,White,EarsBlue,EyesPink,,,MushroomYellow,HappyPurple,,UniformDressOrange,,Pocket,SmileYellow V2
3902,Oppa Bear Evolution Gen.2 #414,506.0614916997896,,BoomYellow,Yellow,RingBlue V2,EyesGreen,YellowPurple V2,,TopPink,ExcitedBlack,,SportsWearPurple,,,
3906,Oppa Bear Evolution Gen.2 #250,500.7401363784343,PizzaYellow,DropYellow,Brown,PlasterYellow V2,EyesGreen,,,MoonYellow,NormalGreen,BagBlue,TuxedoPurple,,,
3910,Oppa Bear Evolution Gen.2 #744,499.46841291180925,RabbitBlue,BurnOrange,Brown,EarringsYellow,EyesPink,,,OPOrange,Scary,,UniformDressPurple,Stitches,HappyPurpleCat,
3914,Oppa Bear Evolution Gen.2 #423,497.5687949243604,RingPurple,AbstractBlue,White,,EyesGreen,ScubaRed,,MoonPurple,Scary,ChainBlue,TuxedoPurple,,,
3918,Oppa Bear Evolution Gen.2 #369,482.50668095007717,CupGreen,SmokePurple,Yellow,,EyesPink,SleepPurple,,HeartRed,Lovely,,SuitPurple V2,WhiskerGreen,,SprayRed
3921,Oppa Bear Evolution Gen.2 #552,472.88781334194056,BrokenWingPink,FuturisticPurple,Pink,,EyesRed,,,MushroomPurple,Upset,DoubleChainGreen,AstronautBluishGreen,RazorBeardPurple,,SmileYellow V2
3925,Oppa Bear Evolution Gen.2 #460,468.8575477187371,BagYellow,PunkGreen,Sky Blue,,EyesGreen,,,IceCreamPurple,SurprisedGreen,,SpaceShiftRed,,BoxPink,SprayRed
3929,Oppa Bear Evolution Gen.2 #333,459.42712248477517,BalloonGreen,CircleYellow,Yellow,DollPetGreen,EyesGreen,,,ConeBright,NormalBlue,,TuxedoBlue,StitchesDown,,
3933,Oppa Bear Evolution Gen.2 #889,456.0170205554167,,LineRed,Purple,,EyesRed,,CapBlue,SprayOrange,ExcitedPink,,UniformDressPink,MiniHeartGreen,,OppaYellow
3937,Oppa Bear Evolution Gen.2 #448,453.2411525716456,BulbPink,BurnPink,White,,EyesPink,,,GhostPurple,ExcitedPink,,SteamPunkPurple,,HappyPurpleCat,
3941,Oppa Bear Evolution Gen.2 #986,449.32318106228945,,DropYellow,Blue,,EyesGreen,SquareYellow,,MushroomYellow,NormalBlue,,JacketYellow,RazorBeardPurple,24TagPurple,
3945,Oppa Bear Evolution Gen.2 #85,448.7687844070823,,ThunderBlue,Sky Blue,EarsBlue,EyesGreen,,,RazorGunBlue,SurprisedPurple,SoulChainBlue,AstronautPurple,,GameoverPurple,
3949,Oppa Bear Evolution Gen.2 #353,447.3276838643004,,TonePurple,Blue,EarsYellow,EyesPink,,,BearYellow,SurprisedPurple,,SuitPink,,,LipPink
3953,Oppa Bear Evolution Gen.2 #456,444.6820284135466,,StarGreen,Purple,,EyesGreen,EyeLine,PolicePurple,HeartPink,NormalPurple,,SuitRed,,,
3957,Oppa Bear Evolution Gen.2 #741,433.4008351110755,BackpackRed,TonePink,Green,EarsYellow,EyesGreen,,,BlinkPink,SurprisedGreen,,WearLightGreen,,,
3960,Oppa Bear Evolution Gen.2 #336,432.8420816835469,CannonBlue,ShadeGreen,Blue,,EyesRed,EyePatch,,SoulPink,Scary,,WearLightGreen,,,
3964,Oppa Bear Evolution Gen.2 #831,426.1229194001579,BulbPink,FuturisticPurple,Grey,,EyesGreen,,,CloudRed,SurprisedGreen,,TuxedoBlue,,,SprayBlue
3968,Oppa Bear Evolution Gen.2 #443,425.8865402599825,,TonePurple,Pink,StarRingOrange,EyesGreen,BeamRed,,OPPurple,NormalBlue,SoulChainBlue,UniformDressPurple,,,
3972,Oppa Bear Evolution Gen.2 #912,418.4289145112513,,CircleYellow,Grey,,EyesPink,GreenRed,,OPPurple,SurprisedGreen,,WearLightGreen,CatFootPurple,,AvengersOrange
3976,Oppa Bear Evolution Gen.2 #120,414.2644851214256,,DropPurple,Pink,EarringsYellow,EyesRed,,,RadiantPink,ExcitedPink,BagBlue,SteamPunkRed,,,MilkBlue
3980,Oppa Bear Evolution Gen.2 #349,394.11134868377724,,StarGreen,White,StarRingPurple,EyesPink,ScubaPurple,,SoulBlue,Scary,,SteamPunkBlue,,,
3984,Oppa Bear Evolution Gen.2 #758,363.9800473369878,,BurnBlue,Yellow,KeyOrange,EyesRed,,,PooBlue,Lovely,,JacketPink,,BananaGreen,
